displayname	timestamp	x	y	z
Nexus6x05	1027109976419241	1011.0	0.0	0.0
Nexus6x05	1027109998910696	1011.010009765625	0.0	0.0
Nexus6x05	1027110016183645	1011.010009765625	0.0	0.0
Nexus6x05	1027110033487112	1011.010009765625	0.0	0.0
Nexus6x05	1027110050790579	1011.010009765625	0.0	0.0
Nexus6x05	1027110068094045	1011.010009765625	0.0	0.0
Nexus6x05	1027110085397512	1011.010009765625	0.0	0.0
Nexus6x05	1027110102700979	1011.010009765625	0.0	0.0
Nexus6x05	1027110120004446	1011.010009765625	0.0	0.0
Nexus6x05	1027110137307913	1011.010009765625	0.0	0.0
Nexus6x05	1027110154611379	1011.010009765625	0.0	0.0
Nexus6x05	1027110171914846	1011.010009765625	0.0	0.0
Nexus6x05	1027110189218313	1011.010009765625	0.0	0.0
Nexus6x05	1027110206521780	1011.010009765625	0.0	0.0
Nexus6x05	1027110223825247	1011.010009765625	0.0	0.0
Nexus6x05	1027110241586477	1011.010009765625	0.0	0.0
Nexus6x05	1027110259378225	1011.010009765625	0.0	0.0
Nexus6x05	1027110277139456	1011.010009765625	0.0	0.0
Nexus6x05	1027110294931204	1011.010009765625	0.0	0.0
Nexus6x05	1027110312692434	1011.010009765625	0.0	0.0
Nexus6x05	1027110330484182	1011.010009765625	0.0	0.0
Nexus6x05	1027110348245413	1011.010009765625	0.0	0.0
Nexus6x05	1027110366037161	1011.010009765625	0.0	0.0
Nexus6x05	1027110383798391	1011.010009765625	0.0	0.0
Nexus6x05	1027110401590139	1011.010009765625	0.0	0.0
Nexus6x05	1027110419351370	1011.010009765625	0.0	0.0
Nexus6x05	1027110437143118	1011.010009765625	0.0	0.0
Nexus6x05	1027110454904348	1011.010009765625	0.0	0.0
Nexus6x05	1027110472696096	1011.010009765625	0.0	0.0
Nexus6x05	1027110490457327	1011.010009765625	0.0	0.0
Nexus6x05	1027110508249075	1011.010009765625	0.0	0.0
Nexus6x05	1027110526010305	1011.010009765625	0.0	0.0
Nexus6x05	1027110543802053	1011.010009765625	0.0	0.0
Nexus6x05	1027110561563284	1011.010009765625	0.0	0.0
Nexus6x05	1027110579355032	1011.010009765625	0.0	0.0
Nexus6x05	1027110597116262	1011.010009765625	0.0	0.0
Nexus6x05	1027110614908010	1011.010009765625	0.0	0.0
Nexus6x05	1027110632699758	1011.010009765625	0.0	0.0
Nexus6x05	1027110650491506	1011.010009765625	0.0	0.0
Nexus6x05	1027110668283254	1011.010009765625	0.0	0.0
Nexus6x05	1027110686075002	1011.010009765625	0.0	0.0
Nexus6x05	1027110703836233	1011.010009765625	0.0	0.0
Nexus6x05	1027110721627981	1011.010009765625	0.0	0.0
Nexus6x05	1027110739419729	1011.010009765625	0.0	0.0
Nexus6x05	1027110757211477	1011.010009765625	0.0	0.0
Nexus6x05	1027110775155813	1011.010009765625	0.0	0.0
Nexus6x05	1027110793130666	1011.010009765625	0.0	0.0
Nexus6x05	1027110811075002	1011.010009765625	0.0	0.0
Nexus6x05	1027110829019338	1011.010009765625	0.0	0.0
Nexus6x05	1027110846994192	1011.010009765625	0.0	0.0
Nexus6x05	1027110864938528	1011.010009765625	0.0	0.0
Nexus6x05	1027110882882864	1011.010009765625	0.0	0.0
Nexus6x05	1027110900857717	1011.010009765625	0.0	0.0
Nexus6x05	1027110918802053	1011.010009765625	0.0	0.0
Nexus6x05	1027110936746389	1011.010009765625	0.0	0.0
Nexus6x05	1027110954721243	1011.010009765625	0.0	0.0
Nexus6x05	1027110972665579	1011.010009765625	0.0	0.0
Nexus6x05	1027110990609914	1011.010009765625	0.0	0.0
Nexus6x05	1027111008584768	1011.010009765625	0.0	0.0
Nexus6x05	1027111026529104	1011.0	0.0	0.0
Nexus6x05	1027111044473440	1011.0	0.0	0.0
Nexus6x05	1027111062448293	1011.0	0.0	0.0
Nexus6x05	1027111080392629	1011.0	0.0	0.0
Nexus6x05	1027111098367483	1011.0	0.0	0.0
Nexus6x05	1027111116311819	1011.0	0.0	0.0
Nexus6x05	1027111134256155	1011.0	0.0	0.0
Nexus6x05	1027111152231008	1011.0	0.0	0.0
Nexus6x05	1027111170175344	1011.0	0.0	0.0
Nexus6x05	1027111188119680	1011.0	0.0	0.0
Nexus6x05	1027111206094534	1011.0	0.0	0.0
Nexus6x05	1027111224038870	1011.0	0.0	0.0
Nexus6x05	1027111241983206	1011.0	0.0	0.0
Nexus6x05	1027111259958059	1011.0	0.0	0.0
Nexus6x05	1027111277902395	1011.0	0.0	0.0
Nexus6x05	1027111295846731	1011.0	0.0	0.0
Nexus6x05	1027111313821584	1011.0	0.0	0.0
Nexus6x05	1027111331765920	1011.0	0.0	0.0
Nexus6x05	1027111349710256	1011.0	0.0	0.0
Nexus6x05	1027111367685110	1011.0	0.0	0.0
Nexus6x05	1027111385629446	1011.0	0.0	0.0
Nexus6x05	1027111403604299	1011.0	0.0	0.0
Nexus6x05	1027111421548635	1011.0	0.0	0.0
Nexus6x05	1027111439492971	1011.0	0.0	0.0
Nexus6x05	1027111457467825	1011.0	0.0	0.0
Nexus6x05	1027111475412161	1011.0	0.0	0.0
Nexus6x05	1027111493356497	1011.0	0.0	0.0
Nexus6x05	1027111511331350	1011.0	0.0	0.0
Nexus6x05	1027111529275686	1011.0	0.0	0.0
Nexus6x05	1027111547220022	1011.0	0.0	0.0
Nexus6x05	1027111565194875	1011.0	0.0	0.0
Nexus6x05	1027111583139211	1011.0	0.0	0.0
Nexus6x05	1027111601083547	1011.0	0.0	0.0
Nexus6x05	1027111619058401	1011.0	0.0	0.0
Nexus6x05	1027111637002737	1011.0	0.0	0.0
Nexus6x05	1027111654977590	1011.0	0.0	0.0
Nexus6x05	1027111672921926	1011.0	0.0	0.0
Nexus6x05	1027111690866262	1011.0	0.0	0.0
Nexus6x05	1027111708841116	1011.0	0.0	0.0
Nexus6x05	1027111726785452	1011.0	0.0	0.0
Nexus6x05	1027111744729788	1011.0	0.0	0.0
Nexus6x05	1027111762704641	1011.0	0.0	0.0
Nexus6x05	1027111780648977	1011.0	0.0	0.0
Nexus6x05	1027111798593313	1011.02001953125	0.0	0.0
Nexus6x05	1027111816568166	1011.02001953125	0.0	0.0
Nexus6x05	1027111834512502	1011.02001953125	0.0	0.0
Nexus6x05	1027111852456838	1011.02001953125	0.0	0.0
Nexus6x05	1027111870431692	1011.02001953125	0.0	0.0
Nexus6x05	1027111888376028	1011.02001953125	0.0	0.0
Nexus6x05	1027111906320364	1011.02001953125	0.0	0.0
Nexus6x05	1027111924295217	1011.02001953125	0.0	0.0
Nexus6x05	1027111942239553	1011.02001953125	0.0	0.0
Nexus6x05	1027111960214407	1011.02001953125	0.0	0.0
Nexus6x05	1027111978158743	1011.02001953125	0.0	0.0
Nexus6x05	1027111996103079	1011.02001953125	0.0	0.0
Nexus6x05	1027112014077932	1011.02001953125	0.0	0.0
Nexus6x05	1027112032022268	1011.02001953125	0.0	0.0
Nexus6x05	1027112049966604	1011.02001953125	0.0	0.0
Nexus6x05	1027112067941457	1011.02001953125	0.0	0.0
Nexus6x05	1027112085885793	1011.02001953125	0.0	0.0
Nexus6x05	1027112103830129	1011.02001953125	0.0	0.0
Nexus6x05	1027112121804983	1011.02001953125	0.0	0.0
Nexus6x05	1027112139749319	1011.02001953125	0.0	0.0
Nexus6x05	1027112157693655	1011.02001953125	0.0	0.0
Nexus6x05	1027112175668508	1011.02001953125	0.0	0.0
Nexus6x05	1027112193612844	1011.02001953125	0.0	0.0
Nexus6x05	1027112211587698	1011.02001953125	0.0	0.0
Nexus6x05	1027112229532034	1011.02001953125	0.0	0.0
Nexus6x05	1027112247476370	1011.02001953125	0.0	0.0
Nexus6x05	1027112265451223	1011.02001953125	0.0	0.0
Nexus6x05	1027112283395559	1011.02001953125	0.0	0.0
Nexus6x05	1027112301339895	1011.02001953125	0.0	0.0
Nexus6x05	1027112319314748	1011.02001953125	0.0	0.0
Nexus6x05	1027112337259084	1011.02001953125	0.0	0.0
Nexus6x05	1027112355203420	1011.02001953125	0.0	0.0
Nexus6x05	1027112373178274	1011.02001953125	0.0	0.0
Nexus6x05	1027112391122610	1011.02001953125	0.0	0.0
Nexus6x05	1027112409066946	1011.02001953125	0.0	0.0
Nexus6x05	1027112427041799	1011.02001953125	0.0	0.0
Nexus6x05	1027112444986135	1011.02001953125	0.0	0.0
Nexus6x05	1027112462930471	1011.02001953125	0.0	0.0
Nexus6x05	1027112480905325	1011.010009765625	0.0	0.0
Nexus6x05	1027112498849661	1011.010009765625	0.0	0.0
Nexus6x05	1027112516824514	1011.010009765625	0.0	0.0
Nexus6x05	1027112534768850	1011.010009765625	0.0	0.0
Nexus6x05	1027112552713186	1011.010009765625	0.0	0.0
Nexus6x05	1027112570688039	1011.010009765625	0.0	0.0
Nexus6x05	1027112588632375	1011.010009765625	0.0	0.0
Nexus6x05	1027112606576711	1011.010009765625	0.0	0.0
Nexus6x05	1027112624551565	1011.010009765625	0.0	0.0
Nexus6x05	1027112642495901	1011.010009765625	0.0	0.0
Nexus6x05	1027112660440237	1011.010009765625	0.0	0.0
Nexus6x05	1027112678415090	1011.010009765625	0.0	0.0
Nexus6x05	1027112696359426	1011.010009765625	0.0	0.0
Nexus6x05	1027112714303762	1011.010009765625	0.0	0.0
Nexus6x05	1027112732278616	1011.010009765625	0.0	0.0
Nexus6x05	1027112750222952	1011.010009765625	0.0	0.0
Nexus6x05	1027112768197805	1011.010009765625	0.0	0.0
Nexus6x05	1027112786142141	1011.010009765625	0.0	0.0
Nexus6x05	1027112804086477	1011.010009765625	0.0	0.0
Nexus6x05	1027112822061331	1011.010009765625	0.0	0.0
Nexus6x05	1027112840005666	1011.010009765625	0.0	0.0
Nexus6x05	1027112857950002	1011.010009765625	0.0	0.0
Nexus6x05	1027112875924856	1011.010009765625	0.0	0.0
Nexus6x05	1027112893869192	1011.010009765625	0.0	0.0
Nexus6x05	1027112911813528	1011.010009765625	0.0	0.0
Nexus6x05	1027112929788381	1011.010009765625	0.0	0.0
Nexus6x05	1027112947732717	1011.010009765625	0.0	0.0
Nexus6x05	1027112965677053	1011.010009765625	0.0	0.0
Nexus6x05	1027112983651907	1011.010009765625	0.0	0.0
Nexus6x05	1027113001596243	1011.010009765625	0.0	0.0
Nexus6x05	1027113019540579	1011.010009765625	0.0	0.0
Nexus6x05	1027113037362844	1011.010009765625	0.0	0.0
Nexus6x05	1027113055154592	1011.010009765625	0.0	0.0
Nexus6x05	1027113072641164	1011.010009765625	0.0	0.0
Nexus6x05	1027113090127737	1011.010009765625	0.0	0.0
Nexus6x05	1027113107614309	1011.010009765625	0.0	0.0
Nexus6x05	1027113125100881	1011.010009765625	0.0	0.0
Nexus6x05	1027113142587454	1011.010009765625	0.0	0.0
Nexus6x05	1027113160074026	1011.010009765625	0.0	0.0
Nexus6x05	1027113177560598	1011.010009765625	0.0	0.0
Nexus6x05	1027113195047170	1011.010009765625	0.0	0.0
Nexus6x05	1027113212533743	1011.010009765625	0.0	0.0
Nexus6x05	1027113230020315	1011.010009765625	0.0	0.0
Nexus6x05	1027113247506887	1011.010009765625	0.0	0.0
Nexus6x05	1027113264993459	1011.010009765625	0.0	0.0
Nexus6x05	1027113282480032	1011.010009765625	0.0	0.0
Nexus6x05	1027113299966604	1011.010009765625	0.0	0.0
Nexus6x05	1027113317453176	1011.010009765625	0.0	0.0
Nexus6x05	1027113334939748	1011.010009765625	0.0	0.0
Nexus6x05	1027113352426321	1011.010009765625	0.0	0.0
Nexus6x05	1027113369912893	1011.010009765625	0.0	0.0
Nexus6x05	1027113387399465	1011.010009765625	0.0	0.0
Nexus6x05	1027113404886038	1011.010009765625	0.0	0.0
Nexus6x05	1027113422372610	1011.010009765625	0.0	0.0
Nexus6x05	1027113439859182	1011.010009765625	0.0	0.0
Nexus6x05	1027113457345754	1011.010009765625	0.0	0.0
Nexus6x05	1027113474832327	1011.010009765625	0.0	0.0
Nexus6x05	1027113492318899	1011.010009765625	0.0	0.0
Nexus6x05	1027113509805471	1011.010009765625	0.0	0.0
Nexus6x05	1027113527292043	1011.010009765625	0.0	0.0
Nexus6x05	1027113544778616	1011.010009765625	0.0	0.0
Nexus6x05	1027113562265188	1011.010009765625	0.0	0.0
Nexus6x05	1027113579751760	1011.010009765625	0.0	0.0
Nexus6x05	1027113597238332	1011.010009765625	0.0	0.0
Nexus6x05	1027113614724905	1011.010009765625	0.0	0.0
Nexus6x05	1027113632211477	1011.010009765625	0.0	0.0
Nexus6x05	1027113649698049	1011.010009765625	0.0	0.0
Nexus6x05	1027113667184622	1011.010009765625	0.0	0.0
Nexus6x05	1027113684671194	1011.010009765625	0.0	0.0
Nexus6x05	1027113702157766	1011.010009765625	0.0	0.0
Nexus6x05	1027113719644338	1011.010009765625	0.0	0.0
Nexus6x05	1027113737130911	1011.0	0.0	0.0
Nexus6x05	1027113754617483	1011.0	0.0	0.0
Nexus6x05	1027113772104055	1011.0	0.0	0.0
Nexus6x05	1027113789590627	1011.0	0.0	0.0
Nexus6x05	1027113807077200	1011.0	0.0	0.0
Nexus6x05	1027113824563772	1011.0	0.0	0.0
Nexus6x05	1027113842050344	1011.0	0.0	0.0
Nexus6x05	1027113859536916	1011.0	0.0	0.0
Nexus6x05	1027113877023489	1011.0	0.0	0.0
Nexus6x05	1027113894510061	1011.0	0.0	0.0
Nexus6x05	1027113911996633	1011.0	0.0	0.0
Nexus6x05	1027113929483206	1011.010009765625	0.0	0.0
Nexus6x05	1027113946969778	1011.010009765625	0.0	0.0
Nexus6x05	1027113964456350	1011.010009765625	0.0	0.0
Nexus6x05	1027113981942922	1011.010009765625	0.0	0.0
Nexus6x05	1027113999429495	1011.010009765625	0.0	0.0
Nexus6x05	1027114016916067	1011.0	0.0	0.0
Nexus6x05	1027114034402639	1011.0	0.0	0.0
Nexus6x05	1027114051889211	1011.0	0.0	0.0
Nexus6x05	1027114069375784	1011.0	0.0	0.0
Nexus6x05	1027114086862356	1011.0	0.0	0.0
Nexus6x05	1027114104348928	1011.0	0.0	0.0
Nexus6x05	1027114121835500	1011.0	0.0	0.0
Nexus6x05	1027114139322073	1011.0	0.0	0.0
Nexus6x05	1027114156808645	1011.0	0.0	0.0
Nexus6x05	1027114174508840	1011.0	0.0	0.0
Nexus6x05	1027114192209036	1011.0	0.0	0.0
Nexus6x05	1027114209939748	1011.0	0.0	0.0
Nexus6x05	1027114227700979	1011.0	0.0	0.0
Nexus6x05	1027114245462209	1011.0	0.0	0.0
Nexus6x05	1027114263772756	1011.0	0.0	0.0
Nexus6x05	1027114282083303	1011.0	0.0	0.0
Nexus6x05	1027114300393850	1011.0	0.0	0.0
Nexus6x05	1027114318673879	1011.0	0.0	0.0
Nexus6x05	1027114336984426	1011.0	0.0	0.0
Nexus6x05	1027114355294973	1011.0	0.0	0.0
Nexus6x05	1027114373605520	1011.0	0.0	0.0
Nexus6x05	1027114391885549	1011.0	0.0	0.0
Nexus6x05	1027114410196096	1011.0	0.0	0.0
Nexus6x05	1027114428506643	1011.0	0.0	0.0
Nexus6x05	1027114446817190	1011.0	0.0	0.0
Nexus6x05	1027114465097219	1011.0	0.0	0.0
Nexus6x05	1027114483407766	1011.0	0.0	0.0
Nexus6x05	1027114501718313	1011.0	0.0	0.0
Nexus6x05	1027114520028860	1011.0	0.0	0.0
Nexus6x05	1027114538339407	1011.0	0.0	0.0
Nexus6x05	1027114556619436	1011.0	0.0	0.0
Nexus6x05	1027114574929983	1011.0	0.0	0.0
Nexus6x05	1027114593240530	1011.0	0.0	0.0
Nexus6x05	1027114611551077	1011.0	0.0	0.0
Nexus6x05	1027114629831106	1011.0	0.0	0.0
Nexus6x05	1027114648141653	1011.0	0.0	0.0
Nexus6x05	1027114666452200	1011.0	0.0	0.0
Nexus6x05	1027114684762747	1011.0	0.0	0.0
Nexus6x05	1027114703042776	1011.0	0.0	0.0
Nexus6x05	1027114721353323	1011.0	0.0	0.0
Nexus6x05	1027114739663870	1011.0	0.0	0.0
Nexus6x05	1027114757974416	1011.0	0.0	0.0
Nexus6x05	1027114776254446	1011.0	0.0	0.0
Nexus6x05	1027114794564993	1011.0	0.0	0.0
Nexus6x05	1027114812875539	1011.0	0.0	0.0
Nexus6x05	1027114831186086	1011.0	0.0	0.0
