sensor type	# sensors	# devices	min	max	avg
TYPE_ACCELEROMETER	1	5	0.9942857142857143	1.0	0.9979428571428569
TYPE_GRAVITY	1	5	0.52	0.7714285714285715	0.6483428571428574
TYPE_GYROSCOPE	2	5	0.7413333333333333	0.888	0.8204000000000002
TYPE_LINEAR_ACCELERATION	1	5	0.37142857142857144	0.6685714285714286	0.5775428571428572
TYPE_MAGNETIC_FIELD	2	5	0.7813333333333333	1.0	0.9662133333333326
TYPE_ORIENTATION	1	5	0.38857142857142857	0.6685714285714286	0.5314285714285716
TYPE_PRESSURE	1	5	0.18857142857142858	0.4342857142857143	0.3190285714285713
TYPE_ROTATION_VECTOR	3	5	0.2608695652173913	0.4973913043478261	0.3943999999999999
