sensor type	# sensors	# devices	min	max	avg
TYPE_ACCELEROMETER	1	5	1.0	1.0	1.0
TYPE_GRAVITY	1	5	0.38285714285714284	0.7428571428571429	0.5275428571428573
TYPE_GYROSCOPE	2	5	0.632	0.816	0.7397066666666667
TYPE_LINEAR_ACCELERATION	1	5	0.37714285714285717	0.7028571428571428	0.5583999999999999
TYPE_MAGNETIC_FIELD	2	5	0.784	1.0	0.9593866666666657
TYPE_ORIENTATION	1	5	0.2914285714285714	0.6971428571428572	0.5118285714285712
TYPE_PRESSURE	1	5	0.18285714285714286	0.4342857142857143	0.2604571428571429
TYPE_ROTATION_VECTOR	3	5	0.25217391304347825	0.4852173913043478	0.37883478260869574
