ts	x	y	z
0.0	0.0469818115234375	0.092315673828125	0.2730865478515625
3540039.0	0.033660888671875	0.03948974609375	0.3640594482421875
6805420.0	-0.0285797119140625	0.1060791015625	0.2730865478515625
10070801.0	-0.0713653564453125	-0.0040283203125	0.1725311279296875
14221191.0	-0.05206298828125	0.0007476806640625	0.2156219482421875
18341064.0	-0.0327606201171875	0.0007476806640625	0.2252044677734375
22460938.0	0.0532684326171875	0.0198974609375	0.234771728515625
26733398.0	-0.041290283203125	0.06732177734375	0.297027587890625
31036377.0	0.039947509765625	-0.0616455078125	0.2730865478515625
35461426.0	0.0160064697265625	0.0531158447265625	0.3784332275390625
39916992.0	0.058807373046875	0.0004425048828125	0.2635040283203125
44342041.0	-0.089324951171875	0.029022216796875	0.392791748046875
48767090.0	-0.011962890625	0.0059814453125	0.2204132080078125
53222656.0	-0.0730133056640625	0.0299224853515625	0.330535888671875
57678223.0	0.036956787109375	0.010772705078125	0.191680908203125
62103271.0	-0.0050811767578125	-0.051025390625	0.330535888671875
66558838.0	-0.02886962890625	-0.0175018310546875	0.292236328125
71014404.0	0.0188446044921875	0.0016326904296875	0.244354248046875
75469971.0	-0.02886962890625	-0.0364990234375	0.297027587890625
79925537.0	-0.03350830078125	-0.0411376953125	0.34490966796875
84381104.0	-0.0477294921875	-0.0124053955078125	0.3640594482421875
88867188.0	0.0049285888671875	0.0019378662109375	0.3113861083984375
93322754.0	0.0822906494140625	-0.002838134765625	0.2587127685546875
97778320.0	-0.075408935546875	0.092620849609375	0.28265380859375
102233887.0	-0.0179443359375	-0.050872802734375	0.3065948486328125
106719971.0	0.00732421875	0.0206451416015625	0.2682952880859375
111175537.0	-0.0355987548828125	-0.036651611328125	0.23956298828125
115631104.0	0.0218353271484375	0.0160064697265625	0.3544769287109375
120086670.0	0.07421875	0.0016326904296875	0.3113861083984375
124542236.0	0.0309600830078125	0.0635833740234375	0.2539215087890625
129028320.0	0.0403900146484375	-0.0176544189453125	0.076751708984375
133483887.0	-0.102935791015625	-0.0080718994140625	0.2012481689453125
