sensor type	# sensors	# devices	min	max	avg
TYPE_ACCELEROMETER	1	5	0.856	0.952	0.914080000000001
TYPE_GRAVITY	1	5	0.408	0.624	0.5394400000000001
TYPE_GYROSCOPE	2	5	0.7090909090909091	0.850909090909091	0.7902545454545455
TYPE_LINEAR_ACCELERATION	1	5	0.312	0.64	0.49768
TYPE_MAGNETIC_FIELD	2	5	0.7672727272727272	1.0	0.8825454545454542
TYPE_ORIENTATION	1	5	0.408	0.616	0.5294400000000001
TYPE_PRESSURE	1	5	0.272	0.632	0.45576000000000016
TYPE_ROTATION_VECTOR	3	5	0.27058823529411763	0.46588235294117647	0.3781882352941177
