sensor type	# sensors	# devices	min	max	avg
TYPE_ACCELEROMETER	2	2	0.9935483870967742	1.0	0.9959032258064533
TYPE_GRAVITY	2	2	0.9	0.9709677419354839	0.9448064516129034
TYPE_GYROSCOPE	4	2	0.9873015873015873	0.9936507936507937	0.9901746031746029
TYPE_LINEAR_ACCELERATION	2	2	0.9806451612903225	0.9935483870967742	0.9865483870967735
TYPE_MAGNETIC_FIELD	4	2	0.5063492063492063	0.7380952380952381	0.5810317460317465
TYPE_PRESSURE	2	2	0.5903225806451613	0.8516129032258064	0.7737741935483875
TYPE_ROTATION_VECTOR	6	2	0.6568421052631579	0.9842105263157894	0.8678105263157897
