ts	x	y	z
0.0	7.647705078125	-9.8175048828125	81.87408447265625
8819580.0	13.1378173828125	19.10552978515625	-44.88525390625
17456055.0	13.1378173828125	19.10552978515625	-44.88525390625
26092530.0	-18.975830078125	11.5386962890625	-42.45147705078125
34729004.0	-19.8089599609375	13.72528076171875	-40.98968505859375
43365479.0	-19.8089599609375	13.72528076171875	-40.98968505859375
52001953.0	-20.1416015625	13.0523681640625	-40.98968505859375
60638428.0	-20.1416015625	13.0523681640625	-40.98968505859375
69274903.0	-19.64263916015625	11.8743896484375	-40.82794189453125
77911377.0	-19.64263916015625	12.54730224609375	-41.80145263671875
86547852.0	-19.64263916015625	12.54730224609375	-41.80145263671875
95184326.0	-19.476318359375	12.042236328125	-40.3411865234375
103820801.0	-20.30792236328125	12.884521484375	-42.12646484375
112457276.0	-20.30792236328125	12.884521484375	-42.12646484375
121093750.0	-19.476318359375	12.37945556640625	-41.314697265625
129730225.0	-19.476318359375	12.37945556640625	-41.314697265625
138366699.0	-20.1416015625	12.37945556640625	-40.3411865234375
147003174.0	-20.64056396484375	13.555908203125	-41.1529541015625
155639649.0	-20.64056396484375	13.555908203125	-41.1529541015625
164276123.0	-18.47686767578125	12.042236328125	-40.98968505859375
172912598.0	-18.975830078125	12.54730224609375	-41.1529541015625
181549072.0	-18.975830078125	12.54730224609375	-41.1529541015625
190185547.0	-19.97528076171875	12.21160888671875	-41.1529541015625
198822022.0	-19.97528076171875	12.21160888671875	-41.1529541015625
207458496.0	-19.1436767578125	13.0523681640625	-41.63970947265625
216094971.0	-19.30999755859375	12.21160888671875	-41.4764404296875
224731446.0	-19.30999755859375	12.21160888671875	-41.4764404296875
233367920.0	-19.97528076171875	12.54730224609375	-41.80145263671875
242004395.0	-19.64263916015625	11.5386962890625	-41.80145263671875
250640869.0	-19.64263916015625	11.5386962890625	-41.80145263671875
259277344.0	-18.47686767578125	13.0523681640625	-41.63970947265625
267913819.0	-18.47686767578125	13.0523681640625	-41.63970947265625
276550293.0	-18.80950927734375	12.37945556640625	-40.01617431640625
285186768.0	-18.80950927734375	12.042236328125	-41.314697265625
293823242.0	-18.80950927734375	12.042236328125	-41.314697265625
302459717.0	-19.30999755859375	12.884521484375	-42.45147705078125
311096192.0	-19.476318359375	12.042236328125	-41.63970947265625
319732666.0	-19.476318359375	12.042236328125	-41.63970947265625
328369141.0	-21.8048095703125	12.37945556640625	-41.314697265625
337005615.0	-21.8048095703125	12.37945556640625	-41.314697265625
345642090.0	-19.64263916015625	12.54730224609375	-40.82794189453125
354278565.0	-20.1416015625	12.71514892578125	-41.9647216796875
362915039.0	-20.1416015625	12.71514892578125	-41.9647216796875
371551514.0	-19.64263916015625	12.54730224609375	-42.12646484375
380187988.0	-18.975830078125	13.22021484375	-41.4764404296875
388824463.0	-18.975830078125	13.22021484375	-41.4764404296875
397460938.0	-20.30792236328125	11.8743896484375	-42.77496337890625
406097412.0	-20.30792236328125	11.8743896484375	-42.77496337890625
414733887.0	-20.30792236328125	11.8743896484375	-42.12646484375
423370362.0	-19.1436767578125	12.37945556640625	-41.9647216796875
432006836.0	-19.1436767578125	12.37945556640625	-41.9647216796875
440643311.0	-20.1416015625	12.37945556640625	-41.63970947265625
449279785.0	-19.30999755859375	12.884521484375	-42.12646484375
457916260.0	-19.30999755859375	12.884521484375	-42.12646484375
466857910.0	-20.4742431640625	12.042236328125	-42.61322021484375
475769043.0	-20.4742431640625	12.042236328125	-42.61322021484375
484710694.0	-19.64263916015625	12.21160888671875	-42.12646484375
493621826.0	-19.30999755859375	13.22021484375	-42.12646484375
502563477.0	-19.30999755859375	13.22021484375	-42.12646484375
511474610.0	-19.8089599609375	12.71514892578125	-40.98968505859375
520416260.0	-18.6431884765625	12.884521484375	-42.12646484375
529327393.0	-18.6431884765625	12.884521484375	-42.12646484375
538269043.0	-19.97528076171875	12.54730224609375	-40.82794189453125
547180176.0	-19.97528076171875	12.54730224609375	-40.82794189453125
556121826.0	-19.8089599609375	11.70654296875	-41.314697265625
565032959.0	-19.64263916015625	11.8743896484375	-41.4764404296875
573974610.0	-19.64263916015625	11.8743896484375	-41.4764404296875
582885742.0	-20.1416015625	13.0523681640625	-41.314697265625
591827393.0	-19.1436767578125	12.042236328125	-42.2882080078125
600769043.0	-19.1436767578125	12.042236328125	-42.2882080078125
609680176.0	-19.8089599609375	13.0523681640625	-40.98968505859375
618621826.0	-19.8089599609375	13.0523681640625	-40.98968505859375
627532959.0	-20.4742431640625	12.37945556640625	-41.314697265625
636474610.0	-18.14422607421875	12.042236328125	-42.938232421875
645385742.0	-18.14422607421875	12.042236328125	-42.938232421875
654327393.0	-20.1416015625	13.72528076171875	-41.63970947265625
663238526.0	-20.1416015625	12.71514892578125	-41.314697265625
672180176.0	-20.1416015625	12.71514892578125	-41.314697265625
681091309.0	-19.30999755859375	12.884521484375	-39.85443115234375
690032959.0	-19.30999755859375	12.884521484375	-39.85443115234375
698944092.0	-19.8089599609375	11.70654296875	-41.314697265625
707885742.0	-21.1395263671875	12.37945556640625	-40.66619873046875
716827393.0	-21.1395263671875	12.37945556640625	-40.66619873046875
725738526.0	-20.4742431640625	12.71514892578125	-41.9647216796875
734680176.0	-20.30792236328125	13.89312744140625	-41.80145263671875
743591309.0	-20.30792236328125	13.89312744140625	-41.80145263671875
752532959.0	-21.1395263671875	12.042236328125	-41.63970947265625
761444092.0	-21.1395263671875	12.042236328125	-41.63970947265625
