sensor type	# sensors	# devices	min	max	avg
TYPE_ACCELEROMETER	2	2	0.9967741935483871	1.0	0.9968709677419372
TYPE_GRAVITY	2	2	0.9967741935483871	1.0	0.9968709677419372
TYPE_GYROSCOPE	4	2	0.9825396825396825	0.9936507936507937	0.9904444444444452
TYPE_LINEAR_ACCELERATION	2	2	0.9903225806451613	0.9967741935483871	0.9911612903225805
TYPE_MAGNETIC_FIELD	4	2	0.5666666666666667	0.9285714285714286	0.6774285714285712
TYPE_PRESSURE	2	2	0.4838709677419355	0.8838709677419355	0.7861290322580646
TYPE_ROTATION_VECTOR	6	2	0.58	0.9957894736842106	0.8968631578947367
