ts	x	y	z
0.0	-34.12017822265625	-9.8175048828125	123.42376708984375
11749267.0	-18.310546875	13.555908203125	-42.12646484375
19683838.0	-18.310546875	13.555908203125	-42.12646484375
27648925.0	-23.30322265625	-13.0126953125	-38.23089599609375
35583496.0	-22.9705810546875	-12.67547607421875	-38.555908203125
43548584.0	-22.9705810546875	-12.67547607421875	-38.555908203125
52490234.0	-23.46954345703125	-10.82611083984375	-37.744140625
61462402.0	-22.9705810546875	-13.68408203125	-37.5823974609375
70434570.0	-22.9705810546875	-13.68408203125	-37.5823974609375
79406738.0	-24.13482666015625	-11.16180419921875	-38.39263916015625
88378906.0	-24.13482666015625	-11.16180419921875	-38.39263916015625
97320556.0	-22.9705810546875	-12.0025634765625	-38.555908203125
106292724.0	-21.47216796875	-12.84332275390625	-39.36767578125
115264892.0	-21.47216796875	-12.84332275390625	-39.36767578125
124237060.0	-23.968505859375	-11.6668701171875	-39.5294189453125
133178711.0	-23.13690185546875	-11.834716796875	-38.7176513671875
142150879.0	-23.13690185546875	-11.834716796875	-38.7176513671875
151123046.0	-24.3011474609375	-13.0126953125	-38.23089599609375
160095214.0	-24.3011474609375	-13.0126953125	-38.23089599609375
169067382.0	-23.6358642578125	-14.35699462890625	-38.555908203125
178009033.0	-22.3052978515625	-13.348388671875	-37.9058837890625
186981201.0	-22.3052978515625	-13.348388671875	-37.9058837890625
195953369.0	-24.6337890625	-13.348388671875	-37.9058837890625
204925537.0	-23.6358642578125	-12.33978271484375	-37.5823974609375
213867187.0	-23.6358642578125	-12.33978271484375	-37.5823974609375
222839355.0	-23.80218505859375	-12.50762939453125	-37.744140625
231811523.0	-23.80218505859375	-12.50762939453125	-37.744140625
240783691.0	-23.80218505859375	-12.50762939453125	-37.744140625
249755859.0	-23.13690185546875	-11.16180419921875	-39.04266357421875
258697509.0	-23.13690185546875	-11.16180419921875	-39.04266357421875
267669677.0	-22.637939453125	-12.67547607421875	-37.25738525390625
276641845.0	-23.968505859375	-12.67547607421875	-37.5823974609375
285614013.0	-23.968505859375	-12.67547607421875	-37.5823974609375
294555664.0	-24.80010986328125	-12.17041015625	-37.744140625
303527832.0	-24.80010986328125	-12.17041015625	-37.744140625
312500000.0	-22.47161865234375	-12.17041015625	-38.7176513671875
321472168.0	-23.968505859375	-13.348388671875	-38.23089599609375
330413818.0	-23.968505859375	-13.348388671875	-38.23089599609375
339385986.0	-23.6358642578125	-12.33978271484375	-38.555908203125
348358154.0	-23.30322265625	-12.0025634765625	-36.932373046875
357330322.0	-23.30322265625	-12.0025634765625	-36.932373046875
366302490.0	-23.80218505859375	-11.4990234375	-38.06915283203125
375244140.0	-23.80218505859375	-11.4990234375	-38.06915283203125
384216308.0	-24.3011474609375	-10.321044921875	-37.5823974609375
393188476.0	-23.30322265625	-12.67547607421875	-38.555908203125
402160644.0	-23.30322265625	-12.67547607421875	-38.555908203125
411102295.0	-23.13690185546875	-12.17041015625	-36.7706298828125
420074463.0	-23.30322265625	-11.32965087890625	-37.25738525390625
429046630.0	-23.30322265625	-11.32965087890625	-37.25738525390625
438018798.0	-24.3011474609375	-12.67547607421875	-37.5823974609375
446990966.0	-24.3011474609375	-12.67547607421875	-37.5823974609375
455932617.0	-24.3011474609375	-12.67547607421875	-38.88092041015625
464904785.0	-22.80426025390625	-11.834716796875	-38.06915283203125
473876953.0	-22.80426025390625	-11.834716796875	-38.06915283203125
482849121.0	-23.46954345703125	-12.50762939453125	-38.39263916015625
491790771.0	-23.46954345703125	-11.834716796875	-37.744140625
500762939.0	-23.46954345703125	-11.834716796875	-37.744140625
509735107.0	-21.47216796875	-12.50762939453125	-38.06915283203125
518707275.0	-21.47216796875	-12.50762939453125	-38.06915283203125
527679443.0	-22.637939453125	-13.0126953125	-38.555908203125
536621093.0	-23.6358642578125	-12.33978271484375	-38.23089599609375
545593261.0	-23.6358642578125	-12.33978271484375	-38.23089599609375
554565429.0	-22.47161865234375	-11.4990234375	-37.41912841796875
563537597.0	-22.637939453125	-12.0025634765625	-37.9058837890625
572479248.0	-22.637939453125	-12.0025634765625	-37.9058837890625
581451416.0	-22.80426025390625	-12.50762939453125	-38.39263916015625
590423584.0	-22.80426025390625	-12.50762939453125	-38.39263916015625
599395752.0	-23.13690185546875	-11.834716796875	-37.41912841796875
608367920.0	-23.30322265625	-12.0025634765625	-37.9058837890625
617309570.0	-23.30322265625	-12.0025634765625	-37.9058837890625
626281738.0	-22.80426025390625	-12.50762939453125	-37.744140625
635253906.0	-23.13690185546875	-11.834716796875	-36.44561767578125
644226074.0	-23.13690185546875	-11.834716796875	-36.44561767578125
653167724.0	-23.80218505859375	-12.84332275390625	-38.7176513671875
662139892.0	-23.80218505859375	-12.84332275390625	-38.7176513671875
671112060.0	-23.46954345703125	-12.84332275390625	-39.04266357421875
680084228.0	-23.6358642578125	-13.68408203125	-37.9058837890625
689056396.0	-23.6358642578125	-13.68408203125	-37.9058837890625
697998046.0	-21.97113037109375	-12.67547607421875	-38.23089599609375
706970214.0	-23.13690185546875	-12.84332275390625	-37.744140625
