TYPE_ACCELEROMETER	TYPE_GRAVITY	TYPE_GYROSCOPE	TYPE_LINEAR_ACCELERATION	TYPE_MAGNETIC_FIELD	TYPE_PRESSURE	TYPE_ROTATION_VECTOR	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	1	0	
0	0	0	0	0	1	0	
0	0	0	0	2	1	0	
0	0	0	0	3	1	0	
0	0	0	0	6	1	0	
0	0	0	0	11	1	0	
0	0	0	0	16	1	0	
0	0	0	0	34	1	0	
0	0	0	0	44	1	0	
0	0	0	0	45	1	0	
0	0	0	0	47	1	0	
0	0	0	0	48	1	0	
0	0	0	0	53	1	8	
0	0	0	0	93	1	8	
0	0	0	0	95	1	9	
0	0	0	0	95	1	9	
0	0	0	0	96	1	9	
0	0	0	0	96	1	9	
0	0	0	0	96	1	9	
0	0	0	0	100	1	9	
0	0	0	0	100	1	9	
0	0	0	0	100	1	9	
0	0	0	0	100	18	10	
0	0	0	0	100	56	11	
0	0	0	0	100	59	16	
0	0	0	0	100	64	24	
0	0	0	0	100	73	47	
0	0	0	0	100	76	70	
0	0	0	0	100	82	100	
0	0	0	0	100	84	100	
0	0	0	0	100	87	100	
0	0	0	0	100	88	100	
0	0	0	0	100	90	100	
0	0	0	0	100	94	100	
0	0	0	0	100	99	100	
0	0	0	0	100	100	100	
0	0	0	0	100	100	100	
0	0	0	0	100	100	100	
0	0	0	0	100	100	100	
0	0	0	0	100	100	100	
0	0	0	0	100	100	100	
0	0	0	0	100	100	100	
0	0	0	0	100	100	100	
0	0	0	0	100	100	100	
0	0	17	0	100	100	100	
45	94	100	100	100	100	100	
100	100	100	100	100	100	100	
